Order_ID,Customer_ID,Order_Date,City,Area,Food_Category,Restaurant_Type,Payment_Method,Order_Amount,Delivery_Minutes,Rating,Promo_Used
ORD00245,CUST0245,2026-05-04,Karachi,North Nazimabad,Burgers,Fast Food,Card,930,41,4,No
ORD00246,CUST0246,2026-06-11,Islamabad,Bahria Town ISB,Healthy,Cloud Kitchen,Card,1480,34,3,No
ORD00247,CUST0247,2026-06-15,Karachi,Clifton,Desi,Cloud Kitchen,Cash,1250,43,4,Yes
ORD00248,CUST0248,2026-05-12,Lahore,Wapda Town,Beverages,Cafe,Card,590,45,4,No
ORD00249,CUST0249,2026-05-06,Lahore,Model Town,Burgers,Fast Food,Card,570,26,3,Yes
ORD00250,CUST0250,2026-06-06,Lahore,DHA Lahore,Beverages,Cafe,Cash,710,40,3,No
ORD00251,CUST0251,2026-05-23,Karachi,Gulistan-e-Johar,Desi,Fast Food,CARD,870,24,5,No
ORD00252,CUST0252,2026-05-31,Islamabad,Bahria Town ISB,Chinese,Cloud Kitchen,Card,920,68,2,No
ORD00253,CUST0253,2026-06-08,Lahore,Model Town,Burgers,Cloud Kitchen,Cash,1070,69,4,Yes
ORD00254,CUST0254,2026-05-15,Karachi,DHA,Burgers,Fast Food,Wallet,730,39,4,No
ORD00255,CUST0255,2026-05-02,Lahore,Gulberg,Burgers,Fast Food,Wallet,1010,34,4,No
ORD00256,CUST0256,2026-05-15,Lahore,Wapda Town,Beverages,Fast Food,Cash,740,38,5,Yes
ORD00257,CUST0257,2026-05-05,Karachi,DHA,Pizza,Fast Food,Cash,1030,47,2,No
ORD00258,CUST0258,2026-06-14,Karachi,Gulshan-e-Iqbal,Pizza,Fast Food,Cash,1060,54,4,No
ORD00259,CUST0259,2026-05-23,Lahore,Johar Town,Burgers,Fast Food,Cash,1100,55,5,Yes
ORD00260,CUST0260,2026-05-17,Islamabad,I-8,Pizza,Fast Food,Card,1260,45,4,No
ORD00261,CUST0261,2026-06-11,Islamabad,F-10,Bakery,Cafe,Cash,480,49,1,Yes
ORD00262,CUST0262,2026-05-15,Karachi,Clifton,Chinese,Casual Dining,Cash,1590,55,4,Yes
ORD00263,CUST0263,2026-05-29,Karachi,Clifton,Burgers,Fast Food,Cash,1400,56,3,No
ORD00264,CUST0264,2026-05-09,Karachi,DHA,Beverages,Cafe,Card,330,29,5,No
ORD00265,CUST0265,2026-05-20,Rawalpindi,Satellite Town,Chinese,Casual Dining,Card,1830,58,2,No
ORD00266,CUST0266,2026-05-02,Lahore,DHA Lahore,Chinese,Cloud Kitchen,Card,1820,56,4,No
ORD00267,CUST0267,2026-05-16,Karachi,Gulshan-e-Iqbal,Desi,Casual Dining,Cash,1220,27,4,No
ORD00268,CUST0268,2026-05-10,Lahore,Wapda Town,Healthy,Cloud Kitchen,Cash,1490,34,3,Yes
ORD00269,CUST0269,2026-05-13,Karachi,Gulistan-e-Johar,Chinese,Cloud Kitchen,Card,860,52,2,Yes
ORD00270,CUST0270,2026-05-16,Rawalpindi,Saddar,Pizza,Cloud Kitchen,Cash,1290,32,4,Yes
ORD00271,CUST0271,2026-06-13,Karachi,Gulistan-e-Johar,Bakery,Bakery,Wallet,490,58,4,No
ORD00272,CUST0272,2026-05-18,Lahore,Wapda Town,Desi,Casual Dining,Card,1730,47,3,No
ORD00273,CUST0273,2026-05-06,Karachi,Gulshan-e-Iqbal,Burgers,Fast Food,Cash,1350,70,4,No
ORD00274,CUST0274,2026-06-07,Lahore,Wapda Town,Desi,Casual Dining,Card,1240,43,4,No
ORD00275,CUST0275,2026-06-01,Karachi,Gulshan-e-Iqbal,Chinese,Cloud Kitchen,Cash,1970,38,4,Yes
ORD00276,CUST0276,2026-06-14,Islamabad,Blue Area,Healthy,Cafe,Wallet,700,23,3,No
ORD00277,CUST0277,2026-05-09,Islamabad,F-10,Burgers,Fast Food,Cash,970,47,4,No
ORD00278,CUST0278,2026-05-22,Karachi,PECHS,Chinese,Casual Dining,Card,1290,33,2,No
ORD00279,CUST0279,2026-05-10,Karachi,PECHS,Beverages,Cafe,Cash,320,37,5,No
ORD00280,CUST0280,2026-06-03,Lahore,DHA Lahore,Burgers,Fast Food,Cash,1240,75,2,No
ORD00281,CUST0281,2026-05-17,Karachi,DHA,Burgers,Fast Food,Card,1370,27,4,No
ORD00282,CUST0282,2026-05-29,Rawalpindi,Bahria Rawalpindi,Beverages,Cafe,Card,670,33,4,No
ORD00283,CUST0283,2026-06-09,Lahore,Gulberg,Beverages,Cafe,Wallet,600,25,3,No
ORD00284,CUST0284,2026-05-22,Lahore,DHA Lahore,Desi,Casual Dining,Card,1000,47,2,No
ORD00285,CUST0285,2026-06-08,Lahore,Gulberg,Beverages,Cafe,Card,340,68,3,No
ORD00286,CUST0286,2026-06-04,Karachi,Gulshan-e-Iqbal,Healthy,Casual Dining,Wallet,1140,26,4,No
ORD00287,CUST0287,2026-06-05,Lahore,Johar Town,Burgers,Fast Food,Wallet,1180,39,4,No
ORD00288,CUST0288,2026-05-01,Rawalpindi,Saddar,Healthy,Cafe,Card,820,21,4,Yes
ORD00289,CUST0289,2026-06-15,Lahore,Johar Town,Desi,Casual Dining,Card,1360,38,4,No
ORD00290,CUST0290,2026-05-03,Karachi,DHA,Pizza,Fast Food,Cash,1520,29,5,Yes
ORD00291,CUST0291,2026-05-04,Lahore,Gulberg,Healthy,Casual Dining,Card,1090,41,4,Yes
ORD00292,CUST0292,2026-05-06,Karachi,PECHS,Chinese,Cloud Kitchen,Cash,1440,70,4,Yes
ORD00293,CUST0293,2026-05-30,Karachi,Gulshan-e-Iqbal,Pizza,Fast Food,Wallet,890,36,3,No
ORD00294,CUST0294,2026-05-06,Karachi,DHA,Desi,Casual Dining,Card,2080,38,3,No
ORD00295,CUST0295,2026-05-01,Karachi,Gulshan-e-Iqbal,Burgers,Fast Food,Card,820,45,3,Yes
ORD00296,CUST0296,2026-06-07,Lahore,Johar Town,Desi,Cloud Kitchen,Wallet,1510,44,4,Yes
ORD00297,CUST0297,2026-05-08,Karachi,DHA,Pizza,Fast Food,Cash,1940,32,4,No
ORD00298,CUST0298,2026-05-31,Rawalpindi,Chaklala,Burgers,Cloud Kitchen,Cash,920,38,5,No
ORD00299,CUST0299,2026-05-02,Lahore,DHA Lahore,Pizza,Casual Dining,Wallet,2420,36,4,No
ORD00300,CUST0300,2026-05-16,Karachi,North Nazimabad,Chinese,Casual Dining,E-Wallet,1270,38,4,No
ORD00301,CUST0301,2026-05-21,Karachi,PECHS,Burgers,Cloud Kitchen,Cash,1390,36,4,No
ORD00302,CUST0302,2026-06-09,Karachi,Gulshan-e-Iqbal,Bakery,Bakery,cash,720,41,4,Yes
ORD00303,CUST0303,2026-05-09,Islamabad,Bahria Town ISB,Desi,Casual Dining,Cash,1580,52,4,No
ORD00304,CUST0304,2026-06-11,Lahore,Gulberg,Burgers,Fast Food,E-Wallet,1380,43,3,No
ORD00305,CUST0305,2026-05-10,Rawalpindi,Saddar,Healthy,Cloud Kitchen,Card,890,33,5,No
ORD00306,CUST0306,2026-06-13,Karachi,Gulistan-e-Johar,Chinese,Casual Dining,E-Wallet,2210,31,4,Yes
ORD00307,CUST0307,2026-05-30,Lahore,Wapda Town,Pizza,Cloud Kitchen,Cash,1580,20,3,Yes
ORD00308,CUST0308,2026-05-04,Karachi,Gulshan-e-Iqbal,Burgers,Fast Food,Cash,870,18,5,Yes
ORD00309,CUST0309,2026-06-10,Lahore,Gulberg,Burgers,Fast Food,Cash,1020,63,4,No
ORD00310,CUST0310,2026-06-09,Karachi,DHA,Pizza,Cloud Kitchen,Card,1000,37,3,Yes
ORD00311,CUST0311,2026-05-23,Rawalpindi,Chaklala,Desi,Cloud Kitchen,Card,1320,70,2,Yes
ORD00312,CUST0312,2026-06-10,Islamabad,Bahria Town ISB,Pizza,Casual Dining,Cash,1920,22,5,No
ORD00313,CUST0313,2026-05-05,Lahore,Johar Town,Burgers,Fast Food,Card,660,42,3,Yes
ORD00314,CUST0314,2026-05-14,Karachi,Clifton,Pizza,Fast Food,Wallet,1390,43,4,No
ORD00315,CUST0315,2026-06-05,Lahore,Model Town,Burgers,Fast Food,Wallet,750,26,4,No
ORD00316,CUST0316,2026-06-06,Islamabad,F-10,Burgers,Fast Food,Cash,1010,43,3,No
ORD00317,CUST0317,2026-06-15,Lahore,Model Town,Desi,Casual Dining,Card,1030,33,4,No
ORD00318,CUST0318,2026-05-12,Karachi,Gulshan-e-Iqbal,Chinese,Casual Dining,Cash,1960,41,3,No
ORD00319,CUST0319,2026-06-02,Karachi,DHA,Desi,Casual Dining,Wallet,1240,31,4,No
ORD00320,CUST0320,2026-05-20,Karachi,DHA,Chinese,Casual Dining,Cash,1500,48,3,No
ORD00321,CUST0321,2026-06-04,Karachi,PECHS,Burgers,Cloud Kitchen,Card,1170,31,5,No
ORD00322,CUST0322,2026-05-08,Karachi,DHA,Burgers,Cloud Kitchen,Card,960,36,3,Yes
ORD00323,CUST0323,2026-05-02,Lahore,Model Town,Pizza,Fast Food,Cash,1090,23,5,Yes
ORD00324,CUST0324,2026-05-19,Rawalpindi,Chaklala,Beverages,Fast Food,Cash,660,37,5,No
ORD00325,CUST0325,2026-06-07,Karachi,PECHS,Pizza,Fast Food,Cash,1690,37,4,No
ORD00326,CUST0326,2026-06-09,Lahore,DHA Lahore,Beverages,Cafe,Wallet,590,38,2,No
ORD00327,CUST0327,2026-05-24,Karachi,PECHS,Desi,Casual Dining,Card,900,51,3,No
ORD00328,CUST0328,2026-05-19,Rawalpindi,Saddar,Beverages,Cloud Kitchen,Cash,800,37,4,Yes
ORD00329,CUST0329,2026-05-24,Karachi,Gulshan-e-Iqbal,Beverages,Cafe,Wallet,400,33,5,Yes
ORD00330,CUST0330,2026-05-25,Islamabad,F-10,Desi,Cloud Kitchen,Card,1630,32,5,No
ORD00331,CUST0331,2026-06-01,Lahore,Gulberg,Desi,Fast Food,Card,1160,18,5,No
ORD00332,CUST0332,2026-05-21,Lahore,Gulberg,Desi,Fast Food,Wallet,1240,64,2,No
ORD00333,CUST0333,2026-05-28,Karachi,Clifton,Burgers,Fast Food,Cash,760,22,4,No
ORD00334,CUST0334,2026-05-01,Rawalpindi,Saddar,Bakery,Cafe,Card,640,71,4,No
ORD00335,CUST0335,2026-05-22,Lahore,Wapda Town,Desi,Casual Dining,Cash,1780,60,4,No
ORD00336,CUST0336,2026-05-05,Lahore,Gulberg,Chinese,Casual Dining,Card,1120,22,5,Yes
ORD00337,CUST0337,2026-06-06,Karachi,Gulshan-e-Iqbal,Burgers,Cloud Kitchen,Card,1120,42,2,No
ORD00338,CUST0338,2026-05-30,Islamabad,I-8,Burgers,Fast Food,Cash,630,39,3,Yes
ORD00339,CUST0339,2026-05-06,Lahore,Johar Town,Desi,Casual Dining,Wallet,1030,73,2,No
ORD00340,CUST0340,2026-06-02,Islamabad,F-10,Burgers,Fast Food,Wallet,560,20,5,No
ORD00341,CUST0341,2026-05-01,Karachi,DHA,Chinese,Cloud Kitchen,Card,1740,32,5,No
ORD00342,CUST0342,2026-06-07,Islamabad,G-11,Burgers,Fast Food,Card,1020,42,4,Yes
ORD00343,CUST0343,2026-05-16,Islamabad,I-8,Burgers,Fast Food,Wallet,880,54,2,Yes
ORD00344,CUST0344,2026-05-14,Karachi,Gulistan-e-Johar,Beverages,Cafe,Cash,650,36,4,Yes
ORD00345,CUST0345,2026-06-04,Karachi,Gulshan-e-Iqbal,Pizza,Cloud Kitchen,Cash,2150,32,4,No
ORD00346,CUST0346,2026-06-08,Karachi,Clifton,Chinese,Cloud Kitchen,Card,1840,40,2,No
ORD00347,CUST0347,2026-05-16,Islamabad,F-10,Chinese,Cloud Kitchen,Cash,990,66,2,Yes
ORD00348,CUST0348,2026-06-11,Lahore,Model Town,Desi,Casual Dining,Wallet,1300,68,4,No
ORD00349,CUST0349,2026-06-08,Lahore,Wapda Town,Chinese,Cloud Kitchen,Wallet,1120,30,5,No
ORD00350,CUST0350,2026-06-13,Karachi,DHA,Beverages,Cafe,Wallet,640,28,4,Yes
ORD00351,CUST0351,2026-05-31,Rawalpindi,Bahria Rawalpindi,Chinese,Cloud Kitchen,Cash,1370,28,4,No
ORD00352,CUST0352,2026-05-24,Islamabad,Bahria Town ISB,Pizza,Fast Food,Cash,1010,41,4,No
ORD00353,CUST0353,2026-06-13,Karachi,Gulshan-e-Iqbal,Beverages,Fast Food,Card,630,21,5,No
ORD00354,CUST0354,2026-06-13,Karachi,Clifton,Burgers,Cloud Kitchen,Card,1360,25,4,No
ORD00355,CUST0355,2026-06-05,Karachi,Clifton,Chinese,Casual Dining,Cash,970,38,4,Yes
ORD00356,CUST0356,2026-05-23,Karachi,Gulistan-e-Johar,Chinese,Casual Dining,Card,1160,32,4,Yes
ORD00357,CUST0357,2026-05-11,Karachi,Gulshan-e-Iqbal,Pizza,Cloud Kitchen,E-Wallet,1770,37,3,Yes
ORD00358,CUST0358,2026-06-07,Karachi,DHA,Bakery,Bakery,Card,680,27,4,Yes
ORD00359,CUST0359,2026-05-27,Rawalpindi,Chaklala,Chinese,Cloud Kitchen,Card,1940,31,4,No
ORD00360,CUST0360,2026-05-29,Rawalpindi,Saddar,Burgers,Fast Food,Cash,750,19,4,No
ORD00361,CUST0361,2026-05-02,Karachi,Clifton,Beverages,Cafe,Cash,670,39,3,No
ORD00362,CUST0362,2026-06-09,Lahore,Gulberg,Desi,Cloud Kitchen,Cash,1200,31,4,No
ORD00363,CUST0363,2026-05-16,Islamabad,Blue Area,Pizza,Cloud Kitchen,Card,1390,61,4,Yes
ORD00364,CUST0364,2026-05-23,Islamabad,Blue Area,Burgers,Cloud Kitchen,Cash,1210,70,5,No
ORD00365,CUST0365,2026-06-11,Islamabad,I-8,Burgers,Fast Food,Wallet,780,41,3,No
ORD00366,CUST0366,2026-05-07,Lahore,Gulberg,Desi,Cloud Kitchen,Cash,1060,31,4,Yes
ORD00367,CUST0367,2026-05-28,Karachi,Gulistan-e-Johar,Chinese,Cloud Kitchen,Card,840,25,4,Yes
ORD00368,CUST0368,2026-05-08,Islamabad,Bahria Town ISB,Desi,Casual Dining,Wallet,1180,37,4,Yes
ORD00369,CUST0369,2026-05-17,Karachi,North Nazimabad,Desi,Cloud Kitchen,Cash,1790,25,4,Yes
ORD00370,CUST0370,2026-05-07,Karachi,DHA,Pizza,Fast Food,Wallet,1850,64,2,No
ORD00371,CUST0371,2026-06-04,Karachi,Clifton,Beverages,Cafe,Cash,450,64,4,No
ORD00372,CUST0372,2026-05-02,Islamabad,I-8,Desi,Casual Dining,E-Wallet,1900,56,3,No
ORD00373,CUST0373,2026-05-01,Karachi,Gulistan-e-Johar,Beverages,Fast Food,Cash,400,48,5,Yes
ORD00374,CUST0374,2026-06-06,Karachi,Gulshan-e-Iqbal,Chinese,Fast Food,Card,1570,32,5,Yes
ORD00375,CUST0375,2026-05-22,Rawalpindi,Bahria Rawalpindi,Chinese,Casual Dining,Wallet,1360,40,5,Yes
ORD00376,CUST0376,2026-05-24,Karachi,Gulshan-e-Iqbal,Burgers,Cloud Kitchen,Card,1000,41,4,No
ORD00377,CUST0377,2026-06-05,Karachi,Gulistan-e-Johar,Desi,Casual Dining,Card,1130,31,5,No
ORD00378,CUST0378,2026-05-26,Karachi,Gulistan-e-Johar,Desi,Cloud Kitchen,Card,1740,36,4,No
ORD00379,CUST0379,2026-06-13,Karachi,DHA,Burgers,Fast Food,Wallet,940,47,4,Yes
ORD00380,CUST0380,2026-05-18,Karachi,DHA,Healthy,Cafe,Card,660,36,4,No
ORD00381,CUST0381,2026-06-13,Islamabad,I-8,Healthy,Casual Dining,Wallet,1680,39,3,No
ORD00382,CUST0382,2026-06-06,Lahore,Gulberg,Chinese,Casual Dining,Cash,930,36,4,Yes
ORD00383,CUST0383,2026-05-31,Karachi,Gulistan-e-Johar,Desi,Cloud Kitchen,Cash,1510,48,3,No
ORD00384,CUST0384,2026-05-22,Lahore,Gulberg,Desi,Casual Dining,Wallet,1260,37,4,No
ORD00385,CUST0385,2026-06-05,Islamabad,F-10,Pizza,Cloud Kitchen,Cash,950,24,4,Yes
ORD00386,CUST0386,2026-05-07,Karachi,DHA,Desi,Fast Food,Card,1190,66,5,Yes
ORD00387,CUST0387,2026-05-23,Rawalpindi,Bahria Rawalpindi,Beverages,Cafe,Wallet,690,67,4,Yes
ORD00388,CUST0388,2026-05-21,Karachi,Gulshan-e-Iqbal,Chinese,Cloud Kitchen,Wallet,1430,68,3,No
ORD00389,CUST0389,2026-06-04,Karachi,North Nazimabad,Burgers,Cloud Kitchen,Wallet,830,28,4,No
ORD00390,CUST0390,2026-05-20,Karachi,DHA,Pizza,Cloud Kitchen,Wallet,1860,35,3,No
ORD00391,CUST0391,2026-05-14,Karachi,Gulshan-e-Iqbal,Burgers,Fast Food,Card,820,35,4,No
ORD00392,CUST0392,2026-05-08,Rawalpindi,Bahria Rawalpindi,Desi,Casual Dining,E-Wallet,1290,55,2,No
ORD00393,CUST0393,2026-05-28,Lahore,DHA Lahore,Pizza,Fast Food,Wallet,1950,40,2,Yes
ORD00394,CUST0394,2026-05-18,Karachi,Clifton,Beverages,Cloud Kitchen,Wallet,470,44,5,No
ORD00395,CUST0395,2026-06-01,Lahore,Johar Town,Desi,Cloud Kitchen,Cash,1210,21,5,No
ORD00396,CUST0396,2026-06-08,Karachi,North Nazimabad,Chinese,Casual Dining,Card,1390,63,4,No
ORD00397,CUST0397,2026-05-24,Rawalpindi,Bahria Rawalpindi,Pizza,Cloud Kitchen,Cash,1450,25,5,Yes
ORD00398,CUST0398,2026-05-15,Karachi,PECHS,Chinese,Casual Dining,Cash,1330,30,4,Yes
ORD00399,CUST0399,2026-05-30,Karachi,North Nazimabad,Beverages,Cafe,Card,630,27,5,No
ORD00400,CUST0400,2026-05-11,Karachi,DHA,Bakery,Bakery,Cash,490,60,4,No
ORD00401,CUST0401,2026-05-19,Lahore,DHA Lahore,Desi,Casual Dining,Card,1670,65,4,No
ORD00402,CUST0402,2026-06-01,Islamabad,G-11,Pizza,Cloud Kitchen,Cash,1770,40,5,Yes
ORD00403,CUST0403,2026-06-14,Karachi,Gulshan-e-Iqbal,Pizza,Cloud Kitchen,Cash,1250,28,4,No
ORD00404,CUST0404,2026-05-06,Karachi,Gulistan-e-Johar,Bakery,Bakery,Cash,480,37,4,No
ORD00405,CUST0405,2026-05-23,Lahore,Wapda Town,Beverages,Cafe,Cash,350,34,4,Yes
ORD00406,CUST0406,2026-05-25,Lahore,Johar Town,Healthy,Cafe,Card,1360,21,5,No
ORD00407,CUST0407,2026-05-16,Karachi,Gulistan-e-Johar,Desi,Casual Dining,Card,1270,30,3,Yes
ORD00408,CUST0408,2026-06-08,Islamabad,Blue Area,Desi,Cloud Kitchen,CARD,1770,44,5,No
ORD00409,CUST0409,2026-05-19,Karachi,DHA,Chinese,Casual Dining,Cash,1980,26,5,Yes
ORD00410,CUST0410,2026-06-10,Karachi,PECHS,Pizza,Cloud Kitchen,Cash,1450,58,4,No
ORD00411,CUST0411,2026-05-26,Lahore,Gulberg,Pizza,Fast Food,Wallet,1160,44,4,Yes
ORD00412,CUST0412,2026-06-01,Karachi,Gulshan-e-Iqbal,Pizza,Cloud Kitchen,Cash,1480,36,5,No
ORD00413,CUST0413,2026-05-02,Karachi,PECHS,Pizza,Fast Food,Card,1140,41,4,No
ORD00414,CUST0414,2026-05-30,Islamabad,I-8,Pizza,Fast Food,Cash,1430,21,3,No
ORD00415,CUST0415,2026-05-09,Islamabad,Bahria Town ISB,Pizza,Fast Food,Wallet,950,28,4,No
ORD00416,CUST0416,2026-06-14,Karachi,North Nazimabad,Pizza,Cloud Kitchen,Wallet,2170,55,5,Yes
ORD00417,CUST0417,2026-06-06,Karachi,DHA,Desi,Cloud Kitchen,Cash,1390,26,4,No
ORD00418,CUST0418,2026-05-30,Karachi,Gulshan-e-Iqbal,Burgers,Cloud Kitchen,Wallet,600,41,5,No
ORD00419,CUST0419,2026-06-08,Lahore,DHA Lahore,Burgers,Fast Food,Wallet,810,43,4,No
ORD00420,CUST0420,2026-06-13,Karachi,PECHS,Beverages,Cloud Kitchen,Wallet,510,30,4,No
ORD00421,CUST0335,2026-05-09,Rawalpindi,Bahria Rawalpindi,Pizza,Casual Dining,Wallet,1140,33,3,Yes
ORD00422,CUST0400,2026-06-07,Karachi,North Nazimabad,Burgers,Fast Food,Wallet,960,19,5,Yes
ORD00423,CUST0223,2026-05-24,Islamabad,Blue Area,Burgers,Fast Food,Wallet,1050,27,5,Yes
ORD00424,CUST0313,2026-06-04,Karachi,Clifton,Desi,Fast Food,Card,1480,30,3,No
ORD00425,CUST0107,2026-05-10,Lahore,Wapda Town,Beverages,Cafe,Wallet,570,37,3,Yes
ORD00426,CUST0333,2026-06-06,Islamabad,I-8,Bakery,Bakery,Cash,620,43,2,Yes
ORD00427,CUST0349,2026-05-18,Karachi,Clifton,Burgers,Fast Food,Card,710,69,5,Yes
ORD00428,CUST0098,2026-06-06,Karachi,North Nazimabad,Desi,Casual Dining,Card,1300,47,1,Yes
ORD00429,CUST0349,2026-05-13,Karachi,North Nazimabad,Healthy,Cloud Kitchen,Wallet,1370,32,5,No
ORD00430,CUST0186,2026-06-03,Karachi,Clifton,Chinese,Cloud Kitchen,Cash,1080,21,5,No
ORD00431,CUST0186,2026-05-13,Lahore,Model Town,Chinese,Casual Dining,Cash,1030,41,4,No
ORD00432,CUST0174,2026-05-11,Lahore,Wapda Town,Beverages,Cloud Kitchen,Card,580,38,4,Yes
ORD00433,CUST0343,2026-06-02,Karachi,Gulistan-e-Johar,Desi,Casual Dining,Card,1110,27,4,Yes
ORD00434,CUST0101,2026-06-04,Lahore,Wapda Town,Desi,Casual Dining,Cash,1250,51,2,No
ORD00435,CUST0120,2026-06-12,Karachi,Clifton,Burgers,Fast Food,Cash,890,36,3,Yes
ORD00436,CUST0049,2026-05-25,Rawalpindi,Saddar,Chinese,Casual Dining,Cash,1970,33,3,No
ORD00437,CUST0126,2026-06-03,Rawalpindi,Chaklala,Beverages,Cloud Kitchen,Card,700,58,3,Yes
ORD00438,CUST0138,2026-05-29,Karachi,Clifton,Pizza,Fast Food,Cash,1980,44,4,No
ORD00439,CUST0202,2026-05-18,Islamabad,I-8,Bakery,Bakery,Card,610,32,5,No
ORD00440,CUST0185,2026-06-07,Lahore,Wapda Town,Burgers,Cloud Kitchen,Wallet,1440,25,4,No
ORD00441,CUST0270,2026-05-22,Lahore,Wapda Town,Chinese,Cloud Kitchen,E-Wallet,860,37,4,Yes
ORD00442,CUST0050,2026-05-04,Karachi,Clifton,Pizza,Casual Dining,Card,1760,36,4,No
ORD00443,CUST0222,2026-06-14,Karachi,Clifton,Burgers,Fast Food,Card,910,41,3,Yes
ORD00444,CUST0099,2026-05-02,Lahore,Johar Town,Chinese,Cloud Kitchen,Wallet,1340,35,3,Yes
ORD00445,CUST0167,2026-05-16,Karachi,Gulshan-e-Iqbal,Desi,Casual Dining,Cash,1630,29,3,Yes
ORD00446,CUST0196,2026-06-04,Karachi,North Nazimabad,Pizza,Cloud Kitchen,Cash,1530,35,4,Yes
ORD00447,CUST0225,2026-05-20,Lahore,Gulberg,Desi,Casual Dining,Cash,900,34,4,No
ORD00448,CUST0062,2026-05-22,Rawalpindi,Bahria Rawalpindi,Healthy,Cloud Kitchen,cash,870,56,4,Yes
ORD00449,CUST0293,2026-05-15,Rawalpindi,Saddar,Healthy,Casual Dining,Cash,1280,66,4,No
ORD00450,CUST0184,2026-05-28,Rawalpindi,Chaklala,Bakery,Bakery,Cash,790,24,4,Yes
ORD00451,CUST0156,2026-06-01,Lahore,Johar Town,Pizza,Cloud Kitchen,Card,1950,41,3,Yes
ORD00452,CUST0073,2026-05-02,Karachi,DHA,Bakery,Bakery,Card,850,26,5,Yes
ORD00453,CUST0190,2026-05-02,Karachi,North Nazimabad,Beverages,Cloud Kitchen,cash,520,37,4,Yes
ORD00454,CUST0050,2026-06-06,Lahore,Gulberg,Burgers,Fast Food,Card,950,55,3,No
ORD00455,CUST0016,2026-06-01,Lahore,DHA Lahore,Chinese,Casual Dining,Wallet,2260,30,5,Yes
ORD00456,CUST0218,2026-05-22,Lahore,Gulberg,Burgers,Fast Food,Cash,1390,41,3,No
ORD00457,CUST0031,2026-05-24,Lahore,DHA Lahore,Chinese,Cloud Kitchen,Cash,1600,45,4,No
ORD00458,CUST0166,2026-06-08,Karachi,PECHS,Beverages,Cafe,cash,390,30,4,No
ORD00459,CUST0141,2026-05-15,Karachi,Gulshan-e-Iqbal,Burgers,Fast Food,Wallet,900,33,5,Yes
ORD00460,CUST0225,2026-05-01,Islamabad,Bahria Town ISB,Burgers,Cloud Kitchen,Card,730,22,5,No
ORD00461,CUST0401,2026-06-05,Karachi,North Nazimabad,Pizza,Fast Food,Card,1520,69,3,No
ORD00462,CUST0197,2026-06-09,Rawalpindi,Chaklala,Beverages,Fast Food,CARD,650,43,3,Yes
ORD00463,CUST0094,2026-06-06,Lahore,Model Town,Pizza,Fast Food,Cash,1000,22,5,No
ORD00464,CUST0319,2026-06-14,Karachi,PECHS,Desi,Casual Dining,Card,1860,72,5,No
ORD00465,CUST0327,2026-05-14,Lahore,Johar Town,Healthy,Cloud Kitchen,Card,1470,32,2,No
ORD00466,CUST0299,2026-06-01,Lahore,Johar Town,Chinese,Casual Dining,Cash,1340,39,3,No
ORD00467,CUST0068,2026-06-10,Karachi,PECHS,Beverages,Cloud Kitchen,Cash,490,39,4,Yes
ORD00468,CUST0337,2026-05-16,Islamabad,I-8,Burgers,Cloud Kitchen,Cash,970,21,5,No
ORD00469,CUST0064,2026-06-02,Lahore,Wapda Town,Pizza,Fast Food,Card,2030,25,5,No
ORD00470,CUST0163,2026-05-19,Karachi,Gulistan-e-Johar,Desi,Casual Dining,Wallet,1530,39,4,No
ORD00471,CUST0245,2026-05-27,Rawalpindi,Bahria Rawalpindi,Pizza,Fast Food,Cash,2020,29,5,Yes
ORD00472,CUST0318,2026-05-19,Karachi,Clifton,Pizza,Casual Dining,Card,1330,45,4,No
ORD00473,CUST0093,2026-05-25,Lahore,Gulberg,Pizza,Casual Dining,Cash,1040,45,5,No
ORD00474,CUST0177,2026-05-06,Rawalpindi,Saddar,Healthy,Cloud Kitchen,Card,1280,41,4,No
ORD00475,CUST0241,2026-05-04,Islamabad,Blue Area,Beverages,Cloud Kitchen,Wallet,670,28,5,Yes
ORD00476,CUST0047,2026-06-02,Karachi,Gulistan-e-Johar,Burgers,Fast Food,Cash,810,59,4,No
ORD00477,CUST0175,2026-05-07,Rawalpindi,Chaklala,Desi,Casual Dining,Card,2030,70,1,No
ORD00478,CUST0115,2026-06-05,Karachi,Gulshan-e-Iqbal,Pizza,Fast Food,Cash,1870,34,5,No
ORD00479,CUST0169,2026-06-12,Rawalpindi,Satellite Town,Burgers,Cloud Kitchen,Cash,960,55,1,No
ORD00480,CUST0334,2026-05-09,Lahore,Wapda Town,Bakery,Bakery,Cash,570,20,5,No
ORD00481,CUST0409,2026-05-10,Karachi,Gulshan-e-Iqbal,Desi,Casual Dining,Card,1840,25,5,Yes
ORD00482,CUST0242,2026-05-10,Rawalpindi,Satellite Town,Chinese,Fast Food,Card,1880,41,5,No
ORD00483,CUST0043,2026-05-17,Karachi,Gulistan-e-Johar,Beverages,Fast Food,Card,500,36,4,Yes
ORD00484,CUST0320,2026-05-20,Karachi,Clifton,Chinese,Casual Dining,Wallet,1220,39,2,No
ORD00485,CUST0088,2026-05-19,Lahore,Gulberg,Desi,Casual Dining,Card,1330,42,4,No
ORD00486,CUST0395,2026-05-16,Karachi,Clifton,Pizza,Fast Food,Card,1600,54,4,Yes
ORD00487,CUST0143,2026-05-11,Karachi,Clifton,Pizza,Fast Food,cash,960,36,4,Yes
